event_id,time_to_tca,mission_id,t_span,c_span,self_t_j2k_sma,self_t_j2k_ecc,self_t_j2k_inc,self_t_j2k_Omega,self_t_j2k_omega,self_t_j2k_theta,self_c_j2k_sma,self_c_j2k_ecc,self_c_j2k_inc,self_c_j2k_Omega,self_c_j2k_omega,self_c_j2k_theta,self_mahalanobis_distance_B,self_relative_speed_B,self_det_C_B,self_geocentric_latitude,self_t_sigma_rsquared,self_t_sigma_tsquared,self_t_sigma_nsquared,self_t_sigma_rt,self_t_sigma_rn,self_t_sigma_tn,self_c_sigma_rsquared,self_c_sigma_tsquared,self_c_sigma_nsquared,self_c_sigma_rt,self_c_sigma_rn,self_c_sigma_tn
8664,3.22910923611111,15,5.1,2,7101220.84404141,0.000952185956754407,91.9793969345648,0,108.828828828829,54.041404140414,7090797.47308632,0.00244692228681025,74.0932929510004,175.572617140293,129.505169591857,248.318308020003,3.6471006830559,193.335201140403,172516895.99295,17.1192303717961,4.77226750727661,2562.34677223026,6.21983156538913,5.12055662024085,0.656675655414768,-0.639265092541416,3156.48829252126,3520204.00837837,2338.61065180809,-17338.1435293316,-1629.7696106004,-2722.85697777021
9383,1.26871480324074,2,12,2,7158329.66969727,0.00235663326166361,98.5932244751292,0,68.1081081081081,178.001800180018,7160608.71575782,0.0045100196125914,65.851460676331,232.872223630197,35.0996575945828,242.689849296486,1.37860813277809,225.848843255838,18597404287.1793,-64.6969574876754,6.48207228473897,239.013065940567,1.38722968716572,-9.51446291795235,0.592058373612071,-0.317964367420268,127714.736551135,6351006.769331,90265.9586687397,859088.758427327,-97917.2553211389,-684192.983866415
9383,1.58290459490741,2,12,2,7158329.75593981,0.00235502113266758,98.5932660026485,0,67.7477477477478,178.505850585059,7160608.6763351,0.00452647892367176,65.9650388837907,232.889204246668,34.9075888290143,242.788069418273,1.62016418638804,269.427188679985,18722698381.885,-64.8315207069762,8.75112283058151,390.670788271409,1.33238994362115,-1.88353737427612,0.409910460769449,1.39337125557952,127716.716420106,6364811.55926873,90267.614004907,859092.005908657,-97918.4396134736,-684291.094022397
10384,3.48624752314815,2,12,2,7156213.40875982,0.00263687710127328,98.6717047835053,0,100.900900900901,182.682268226823,7122680.11434433,0.00745271460804974,74.0704215682066,114.562743364086,83.0523817489685,188.982417612452,20.9028478829797,2151.57905501982,523099588.477743,-73.9287609966635,24.5616769395495,8933.14194199402,2.47479351257365,-78.2926187400341,3.97058620881932,-5.81129104828681,457.342292477407,5809993.81824398,409.203558793818,-30900.3873412878,57.0663564518719,-143.686013681111
10360,5.70624328703704,3,4.12,2,7174371.00387261,0.00203010931918756,98.5332049551802,0,116.036036036036,187.362736273627,7305315.61718302,0.0268010347888519,99.2373223763265,206.459160621817,291.515814927117,305.252976658533,6.46218469898265,654.971243643566,346017293.506848,-55.6511760577793,23.9033420800969,34678.5798838908,24.1937202623113,-106.00497435511,4.50979818490169,-129.109265406755,4243.37115290919,6054510.34917696,97.5712427817877,-145531.503920485,-17.6970173626402,-1314.5836652858
7700,5.99131289351852,18,27.71,2,7189576.00585639,0.00243486202082213,98.6385899900845,0,105.945945945946,187.722772277228,7119021.65176562,0.0126082750378243,74.0285271272741,161.303312424526,81.3963729980598,168.961801433859,19.0571694236028,1158.53773784025,41753730987.6378,-64.8895792666741,31.4663063012951,25921.6140087972,7.53544896756447,-266.43151713805,8.86066730402454,-61.8487754423294,56962.9340319359,25776740.5157743,10581.6009811498,-176102.156547739,-23310.7113143578,65164.8576617376
12730,2.5814575,1,21,2,7064691.26253172,0.00244198028202136,98.1001396344489,0,107.747747747748,185.598559855986,7071907.63463579,0.00626939984560316,98.9717792822521,218.213720566734,349.975128216221,256.983901467173,2.29472156602216,243.531230030154,61566762545.4812,-65.3629227631197,21.7916,4939.234,3.82196,-22.16556,2.419337,6.441591,41073.48,12886830,3092.892,-243298,-7928.293,16536.68
5185,5.2944928587963,20,0.8,3.7,6961649.60352964,0.00701430147777218,97.5829480249156,0,171.531531531532,43.1683168316832,6919253.96637858,0.000979853934425973,97.9719101261319,169.289835491395,133.227148084443,192.036204160004,1.56213442075511,352.164294044697,184863521.984928,-34.3536223343167,10.72589,700663.6,15.76101,1581.875,-4.196195,76.77355,1150.027,86074080,95.96276,-304683.5,54.49865,-16364.62
9383,2.00348333333333,2,12,2,7158329.77750978,0.00235527947841814,98.5932610659467,0,67.7477477477478,178.397839783978,7160608.64237965,0.0045235545940489,65.879742831192,232.876514883175,34.9958858805662,242.770307754876,1.52298635352829,251.79098474727,18484765566.5382,-64.7303708313194,10.0174827108705,617.225494538484,1.26485329371783,-1.36056452833312,0.672381043029573,1.31652548136814,127715.332656815,6356036.8932763,90266.8618292529,859143.608408225,-97917.7906271399,-684269.839430912
5588,6.00738928240741,2,12,2,7164891.56599358,0.00138806731254935,98.6250594529961,0,60.1801801801802,162.988298829883,7201617.32204068,0.00505377466702286,102.600470940391,160.12877490845,357.928392838146,318.194774259485,10.4215869724306,1573.26317251755,393064161.04104,-42.5636534582061,18.65189,89925.53,31.72576,213.5,4.080761,92.57292,929.9354,25420720,455.9548,-133661.7,149.3042,-7927.908
7629,3.13297635416667,2,12,2,7173348.68252974,0.0012009920312146,98.5428420061395,0,113.513513513514,69.1629162916292,7169733.56831638,0.00880877711695761,89.9197999464045,179.609613721045,88.4438870211591,268.909101890875,9.38934707678108,484.13052991936,564721832.748296,-2.64671373119246,11.96693,8052.751,10.33595,-43.34442,0.2148531,-6.210338,18068.88,115667600,4769.848,-1420246,1205.74,-50502.17
8841,4.74907875,2,12,2,7155504.27041794,0.00276704525266783,98.4905800979721,0,92.972972972973,183.042304230423,7151774.6844966,0.00634714774069654,99.1747540174172,296.239648442221,143.556028464411,121.541849275324,4.36560470594299,699.522708709303,1144965610.4458,-79.6073070980536,25.0236516171792,9346.20945571993,2.50999968708894,-120.543159045936,2.26596226449782,-17.4346393558985,409.728834043406,4015689.17620532,291.629261844641,13236.1351406762,82.8137190084755,-1617.53918054781
10510,6.25708296296296,2,12,2,7169789.62217425,0.00148353319929094,98.5111618480764,0,87.5675675675676,66.6426642664266,7178220.98646037,0.00666944548538639,73.9237571305318,176.187412620325,101.60901145187,284.994599998131,2.77279917033916,819.090281959199,4915353947.3521,25.485261548306,12.5459222969479,40657.4846839914,15.323819023365,29.3119958343732,2.18133222717997,-22.0417555064763,17928.4180298888,45800451.85986,179971.590287472,-469929.36046411,-41774.1809506965,533517.279937089
10510,5.09623831018519,2,12,2,7169789.86832036,0.00148285496052461,98.5111880959044,0,87.5675675675676,66.6426642664266,7178225.50259259,0.00666993817478916,73.9237121579428,176.187456063678,101.604834859456,284.998781972257,2.74221519404479,813.247600672759,4733103965.48471,25.4852596759872,13.0292472636088,17413.275341305,16.9063997316968,-66.9074222900879,1.55131211615728,18.9699433729044,17918.2189394596,45582696.9460681,179968.722963856,-468414.171043594,-41773.9563471555,533384.1686667
12730,1.85039349537037,1,21,2,7064692.23557926,0.00244229757878875,98.1001471539976,0,109.189189189189,184.086408640864,7071914.41491992,0.00621278740042833,98.9260923355478,218.233657824583,350.19680522596,256.817048422372,5.02776698177444,360.510887491626,51072260152.5713,-65.4294576367641,10.70683,972.2539,3.302543,0.2217164,1.142608,-0.9114531,40834.43,10844710,3090.929,-221034.7,-7920.894,16075.5
10510,5.88386559027778,2,12,2,7169789.86260119,0.00148311838067674,98.5111794340935,0,87.5675675675676,66.6426642664266,7178223.26370633,0.00667002423457351,73.9237558582026,176.187382509269,101.607373273413,284.996240341563,2.77640359402981,823.300734847237,4946181413.63768,25.485260293855,12.6673854210463,31164.7123725553,14.8512612609735,-21.6409035838502,1.83540271305244,-16.6284443814019,17912.8886747772,45457903.056472,179971.619148019,-467614.820893934,-41772.7767263728,533301.016025928
1261,6.95937474537037,1,21,2,7064774.51666096,0.000840247691804188,98.2798746248198,0,174.774774774775,251.881188118812,7128861.39407107,0.0132686429092554,65.3188605939428,252.661383402478,139.027017012422,310.511866979113,2.19237725274313,913.369760830738,11352454687.847,65.308722532692,34.21006,337815,2.423661,-885.6839,-0.05310347,-49.95995,4196.684,11930540,348.8762,-131265.8,50.15758,-1319.872
11101,5.08564070601852,2,12,2,7155361.48222491,0.00278727928098803,98.4802681280218,0,86.1261261261261,180.05400540054,7173750.35715978,0.00112958800803793,82.9853307721667,245.631379017426,4.63103208741383,259.251628882111,1.88660812402545,281.065739641102,23836213604.5768,-80.7048611485276,45.87029,22827.71,1.855302,-48.90205,4.50465,2.608616,7791.256,10679530,1453.352,-4881.801,2338.317,-7393.652
7629,1.37666876157407,2,12,2,7173348.7270207,0.00120143841556197,98.5428590724537,0,113.513513513514,69.1629162916292,7169738.10013872,0.00880831726837549,89.9197908871128,179.60979244383,88.4428666697487,268.910124545451,11.3846142670182,506.880271859144,63753887.8791721,-2.64671361268426,6.901383,642.773800000001,6.983706,-9.674774,0.1848297,-2.902066,3325.148,11304180,3968.641,-172681.8,422.4011,18817.84
581,3.43035768518519,1,21,2,7079722.3544646,0.001072662651749,98.0677779520603,0,72.0720720720721,279.96399639964,7080666.57279821,0.00489109221453276,73.738011474376,3.44514764335428,265.127546873183,86.6331530881124,6.06600625602315,2836.66727516641,33838932133.7607,-7.88460652984102,94.1297564919784,7183.19302228457,9.41378483315557,238.397016767773,-0.788236379898842,-3.83276675153164,5068.55768398048,6790283.20346058,13935.5210001658,20476.8950522278,3737.77872202578,7565.0025454041
11686,2.9612794212963,1,21,2,7065080.73880961,0.000863817623506234,98.2305712151961,0,171.891891891892,253.537353735374,7060559.16310165,0.0014538026819662,86.3044525871488,170.29607080286,347.572182991455,128.009895698756,7.93693797126064,759.816036945786,245716507.77511,64.1687352242136,32.4556535831877,3050.34623520902,5.74250263389351,-30.8724326297133,6.97826493057895,-6.0200269842398,3108.8218213332,9556995.96253205,8978.1685263915,-33826.2062146526,1212.08556128813,-2670.49596257904
12705,3.63019380787037,9,20,2,6990004.78296569,0.00093231727906116,97.9374067771831,0,16.9369369369369,92.6372637263726,6986065.79471213,0.000965596587154593,98.2260924641927,223.209121171507,198.753345655347,231.787911332565,36.389786750113,2697.45140085971,13523481737.4312,68.9363271325278,11.1531726707977,8689.69358831399,18.2776379425377,44.2263413536848,-2.30046642074528,-39.7692160196838,4623.43479756147,20477656.1742779,313.146121780556,-79572.0026390392,802.01696092136,-439.297840812305
12730,2.94387645833333,1,21,2,7064691.46083471,0.00244249940199055,98.1001420761084,0,107.747747747748,185.634563456346,7071905.71300897,0.00627727680681549,98.9947517784604,218.203810947729,349.929167666155,257.001829885127,4.13685806289786,317.267174476024,64328967785.81,-65.3290346027954,32.41132,5323.329,5.289638,46.17362,4.376363,11.88601,41138.21,13315360,3093.604,-248624.2,-7930.422,16634.39
6380,5.3788337037037,1,21,2,7066726.76145963,0.00103922388727241,98.223150504163,0,25.2252252252252,96.3096309630963,7037798.27709749,0.00477356310741356,69.8817593682847,157.979174583044,216.756778921807,207.191989274105,0.686110885474599,770.057380978846,171869750750.379,57.5178727636494,185.4944,23242290,81.55185,-48352.2,-19.44382,2252.019,43024.32,67009810,29.73968,-307368.1,298.1092,14887.1
6341,0.180839259259259,15,5.1,2,7090488.32958824,0.00270414249830968,91.9436897540965,0,73.5135135135135,161.296129612961,7040223.94705698,0.012085048746326,73.8817699065787,333.099582292584,22.1454179332291,216.084798315766,6.32286083255852,262.460778022165,30685853.9687816,-54.7629218638099,10.56744,148.2772,2.997598,-27.155,-0.1504691,0.1108718,1633.661,23512.19,1149.757,-1371.815,-334.4382,4464.618
7700,6.78180976851852,18,27.71,2,7189575.08665219,0.00243419682649536,98.6385989909246,0,105.945945945946,187.650765076508,7119019.98387468,0.0126077052114859,74.0498469265287,161.29539338331,81.4435494651129,168.984911020242,19.8991288799325,1360.73105351498,69564446378.3983,-64.9569101349493,37.6048324593908,34844.0838496937,7.46241481623209,-189.014485393206,9.08711163494251,1.96454210324617,56948.5761832001,41479203.5019184,10582.1716195018,-172192.438397851,-23309.5067989934,63618.9413508909
10848,6.3076337037037,7,9.1,2,6868344.4170183,0.000799242799499867,87.7892577940311,0,332.252252252252,131.017101710171,6985796.10064954,0.0169006264473444,98.8931992039011,309.805040081166,115.757697118711,344.353604070241,0.995031967211151,1723.70098915096,6477625875.85997,76.5510062230889,78.89605,2593131,9.872117,-3176.388,21.51584,-315.3887,896.2939,24238580,159.5211,-127805.1,110.0926,-868.2972
11277,4.07381491898148,15,5.1,2,7085790.08363937,0.0024801924458688,92.0307451286488,0,61.6216216216216,191.683168316832,7077883.79261162,0.00495250832911026,73.9276069126842,280.883767021768,40.9109526073589,224.058970440422,9.42346625859619,965.196192491454,80149053.0436645,-73.1852275145768,24.4790323707262,4504.93847421695,0.88598644847389,-5.03859239607727,-0.221602844368986,1.94641819679652,181.692900839272,823720.724137212,33.2693608043596,-5831.54288456195,-13.7232554844777,247.221530397463
11573,2.0645831712963,1,21,2,7062068.96688709,0.000535937628175633,98.1319395166209,0,233.513513513513,210.00900090009,7055366.71046807,0.001468490146488,98.1875528281038,77.0775362337763,293.164555230073,163.242383074475,20.3903873839217,1559.38142543766,10602750204.6925,79.6171338103332,1.86662548692863,1220.78392835742,2.22133890540406,-4.55976924217162,-0.00173848601273477,-0.743085990387407,2231.20190615952,9038730.09792266,1334.92547285788,-55224.5044600829,573.949545163978,-3223.77608301333
5685,5.13021541666667,9,20,2,6988947.59638278,0.000595623382097662,97.8181397333925,0,223.783783783784,216.957695769577,7002647.20882792,0.0208027065030584,97.3193684364025,103.298864106875,12.5330585181764,87.1235676667712,5.15157333624935,866.008458388254,2185357249.0634,77.9041367183511,15.8551125288882,22633.5403452809,0.810851187983617,6.38484744352849,0.0899455449243278,-5.27574614878168,7147.38092967913,21520344.8274718,447.731290497721,385604.996797593,173.330281767713,-4332.11009819858
3983,6.72718927083333,15,5.1,2,7097410.62473296,0.00137655879292543,91.9586813725596,0,103.783783783784,43.3843384338434,7086104.56236437,0.0035061382532333,74.0970775140862,170.686278762456,134.237070783536,260.05458625396,20.8276164872563,739.053468972307,367766419.880754,32.8102802730866,472.8333,14446.93,7.244815,-832.5846,0.7787137,-28.04442,978.5021,23193040,93.79723,-126435.1,-148.4344,8401.575
5936,6.3681215162037,1,21,2,7063182.13012536,0.00267431395631248,98.0803047525542,0,77.4774774774775,177.029702970297,7056563.43614526,0.00381009985473254,98.0092962758112,126.463916643563,86.8530332133513,198.675934107559,3.4334283292428,591.466127517037,3532793.98569383,-72.5725046072137,4.34200088162143,123797.062110633,3.90228806070266,-283.780208065912,-0.227546735184034,32.7016975018285,58.9689005837482,141887.586200871,7.0141601838167,-477.178798795853,-11.2839375301978,-5.39868486145747
2511,6.40657861111111,18,27.71,2,7186892.64264196,0.0025649671382891,98.6164135294161,0,90.8108108108108,185.058505850585,7176462.85757709,0.00404917620241368,99.0981980769819,296.071395260435,94.2924082480603,170.619661655943,6.67090588227571,2057.20350233029,251362679021.247,-79.5869700425075,39.4035789592094,29870.4078761371,3.2916944973921,-157.371175104536,6.23922874179067,-2.11192426730964,37832.211354019,9158824.18852996,3709.5289219951,35572.5326103566,9903.39523169902,20241.5523460367
581,3.01426974537037,1,21,2,7079722.41962377,0.00107300448730589,98.067776357799,0,72.0720720720721,280.14401440144,7080663.26825989,0.00489124016549673,73.7274744360555,3.36778281480943,265.346045078356,86.6007956777214,6.00448027298608,2742.02194557228,25802540129.4334,-7.70640380809457,85.5234535934262,4193.25364058073,9.32797342366405,68.3345848108201,-3.24703449079491,-8.86571469134393,5063.26098422086,5185364.54351586,13935.0909362669,16647.4567055711,3735.45676148774,6800.06364517843
8863,1.71839805555556,5,1,2,6980211.21731592,0.00272781530831348,97.6941690675358,0,91.1711711711712,155.427542754275,7004158.59454695,0.00961688702656271,98.8405683144128,142.912854807076,208.127697037832,84.885041477025,5.41856764701468,232.412435123425,42947195.3952327,-65.434015929722,14.0271710509071,3354.61263875066,16.3875412604848,-6.59655512862482,-3.763066612248,58.2735948992633,356.925885980688,885036.562274351,663.39782601103,2928.58257719582,342.950138304999,2894.57815008087
9361,4.93335273148148,18,27.71,2,7196893.10572586,0.00139686157066615,98.7672138534893,0,127.927927927928,273.231323132313,7187717.61996162,0.00118999370978643,99.1829866162359,164.412978451159,322.175531924144,176.607613653509,4.98381057418872,3776.52828137166,388858971661.307,40.5766054733243,108.664766599278,16027.4608058332,18.0499559221224,55.0462925492438,5.25086282003239,66.0536016315084,18370.3245355659,521356544.589041,667464.762476748,-409887.097706858,54061.4646277399,646072.938087292
2511,4.85738855324074,18,27.71,2,7186892.5337385,0.00256339066935934,98.6164146536032,0,90.4504504504504,185.310531053105,7176462.57150997,0.0040460966582651,99.0024173121966,296.080222455955,94.0811444377576,170.783985418974,9.81622927545761,2161.32350193117,148141004021.436,-79.6471855180937,24.9388962267646,14553.0450616829,3.28998645374836,-108.180301839948,4.6958710741145,-21.0950837680641,37829.0531296392,5421337.59088464,3709.684808871,39863.7081384636,9904.02718168866,20010.5161782477
2511,5.07752747685185,18,27.71,2,7186892.58069493,0.00256384232436799,98.6164180821665,0,90.4504504504504,185.238523852385,7176462.47840932,0.00404490934549062,98.9384879451325,296.086028650354,93.9149691332188,170.918500913645,10.198149564325,2166.80326287367,158425853256.239,-79.6867764339893,24.200305657202,13427.0665026866,3.3416450272683,-174.185630788091,5.08744266935279,-34.408565997292,37829.43854108,5792604.20322259,3709.69589734929,39355.4070815597,9904.00306943524,20034.6968387354
369,5.19432393518519,5,1,6.39,7010110.01988051,0.000344955987665332,97.8622423477101,0,194.234234234234,318.451845184519,7449797.44992378,0.0708163548063577,28.494851027206,74.1353153396174,72.177647723141,35.4723911022343,2.08102101447341,671.262094863102,91449832.2568304,27.0361143210415,44.6283262303573,102637.153573485,20.3477001604034,-344.629638751229,9.00030364810549,28.4342593721198,1086.66849611076,255996.030893225,46.6043349645437,12705.8654495481,-0.891991797746829,146.442909272533
8870,3.87299581018519,7,9.1,2,6872114.19835761,0.000747191283425393,87.7910526398197,0,186.666666666667,243.060306030603,6898317.90013118,0.0151630332529173,99.0856800790991,160.459291377194,30.6551708100583,77.6727596644045,2.77239158313286,471.356202886946,68303630.6960856,69.6120203348015,96.72875,594271,4.827968,-1894.788,7.150806,-17.43414,2082.509,12921980,144.4921,160965.8,1.858071,544.5733
2511,6.19140498842593,18,27.71,2,7186892.69020649,0.00256501381659461,98.6164066165965,0,90.8108108108108,185.058505850585,7176462.46190436,0.00404840153740448,99.0984918723768,296.0713668208,94.2220025339393,170.690549538861,7.80693486301816,2128.22057127545,219324981611.185,-79.5869757425373,34.159319327094,23062.491746918,3.54695071303631,-244.600558986754,6.28584875764749,-40.3962727250415,37831.6463865078,8004735.37969504,3709.64096610856,36723.8139328638,9903.71588421436,20177.6352064012
7657,4.5591356712963,2,12,2,7156232.83325657,0.000600670268186074,98.6502316190333,0,326.126126126126,136.957695769577,7136725.9628978,0.0107450058525364,86.3647595612159,46.0139233191341,213.010695483394,252.220089819476,1.03692833105108,702.811738661215,20917229518.5509,74.3569263141775,994.088916072462,569383.608907459,24.2289332209976,-8047.25443384786,106.036438910722,-234.055578236334,3846.56031337702,20340363.3950767,96.9558801829451,-270948.017590413,12.5084856805409,-1924.84674628172
12758,4.27137230324074,1,21,2,7067573.61012129,0.00106006250631363,98.1871870954035,0,148.468468468468,267.578757875788,7061013.24034559,0.00347769718050054,74.0215891243909,192.341298456046,14.7930933976603,106.560709029582,28.1702261735297,2233.16823369848,56139431198.5606,55.1894438644515,5.538889,84117.6,5.707944,-266.007,-2.029622,-13.61408,17639.93,203170100,1514.362,258895.4,-3081.83,-57842.89
6024,1.92355528935185,13,11.8,2,6864259.79738791,0.00320329176951918,98.4491491973145,0,91.1711711711712,179.65796579658,6867174.10299832,0.00298098415079643,97.5635224612077,327.173471042771,107.2837161981,158.851742122458,2.82563165002158,612.177931650594,22059697.3890024,-81.5105595167355,27.1854352575499,116390.362060119,33.8270458252273,-950.07770479608,3.14157843424332,47.9312837901668,42.8015736132926,567120.755674336,39.5069010080363,-3924.54937759363,6.18919634533856,29.6006966975444
10510,6.90005759259259,2,12,2,7169789.77122759,0.0014833777042919,98.5111439366114,0,87.5675675675676,66.6426642664266,7178233.06066912,0.00667026800330577,73.9238635971638,176.187233186021,101.602873246146,285.000760397482,2.89830244759718,843.423962192206,5020707395.12368,25.4852628259692,12.4717918088899,58914.1317380061,15.1759678535555,3.3804564654243,1.00125614769907,-6.82413043902122,17900.3068310274,45181425.6020002,179979.507029344,-465800.657345448,-41769.902425431,533129.597130557
10848,6.73002184027778,7,9.1,2,6868347.79537921,0.000799387501787207,87.7892486994111,0,332.252252252252,131.053105310531,6985797.94619738,0.0169005463692746,98.9153362571986,309.808989393855,115.783080749766,344.339980325605,1.56198858017172,3246.38279474248,4627601314.98922,76.5154985224149,64.54552,1878657,9.304118,-1554.69,18.55673,26.47908,742.9373,18892790,161.6398,-100074.3,97.66264,-1005.66
10880,6.0757149537037,18,27.71,2,7186703.45008918,0.000364980342627572,98.8127083054076,0,311.351351351351,141.638163816382,7235690.14208338,0.00805178512568641,99.127205739975,352.507484897252,55.1349376977268,36.7205863158022,11.5511581054816,4490.32901801193,24925502217.4744,80.6978267897419,161.23691401147,35666.6740186581,28.1867437399605,-421.191056804454,24.4796081945439,-110.20545639869,1746.08971164196,15070949.6242738,761.075862345365,65034.6340355057,626.947232565196,6250.28911337893
11180,0.948348310185185,1,21,2,7072596.99723507,0.00136406557443039,98.2660170848306,0,115.315315315315,284.500450045004,7053058.27543469,0.00300234114220737,98.9862757822864,165.716703372846,283.056393573455,217.03653344389,1.73940859589391,642.077884683782,122432030263.478,39.3213311718236,11.65258,1011.528,13.64354,-10.43248,-1.076489,3.0647,68138.62,54896080,132456.2,-693121.6,18087.7,-86186.65
12730,2.19604023148148,1,21,2,7064690.38763507,0.00244253983522922,98.1001442140763,0,107.747747747748,185.598559855986,7071905.94918103,0.00627067612209346,98.9734245978193,218.213001478023,349.970049577546,256.989553143798,6.35027180830738,394.105430056476,69672918504.2406,-65.3629213419195,13.57185,3415.124,3.357252,-22.15566,1.728983,0.01807719,41233.73,14442050,3094.187,-259245,-7933.121,16854.03
9361,6.25029707175926,18,27.71,2,7196893.12382497,0.00139623992908548,98.7672796216999,0,127.927927927928,273.195319531953,7187717.01576143,0.00118922555381472,99.1924707225618,164.42403321258,322.232568881903,176.585309665858,4.91784730205323,3775.50010064892,388806752930.307,40.5413251997914,120.705780127199,40105.0573812846,29.6362364738602,57.6120304536338,6.86073124864631,96.5487168999254,18371.5008434951,522017966.683012,667465.018359036,-410802.41020579,54062.3493968092,645881.169021973
9361,6.61498475694445,18,27.71,2,7196893.80232392,0.00139616656745639,98.7673079912583,0,127.927927927928,273.195319531953,7187729.54622537,0.00118843860460923,99.1921264134661,164.42366929698,322.338498454125,176.479448312227,5.02109055379328,3837.47014190339,391878272477.388,40.5413214575066,164.749997283507,44364.7418429345,37.6035896087019,-450.432109291697,5.28860402737433,-33.7380121070069,18372.2009248267,522138269.718372,667474.23403236,-410942.509697468,54068.7264076615,645761.645465648
2511,4.43265489583333,18,27.71,2,7186892.66266591,0.00256428703504506,98.6164083513307,0,90.4504504504504,185.166516651665,7176462.28091889,0.0040471876975856,98.8743899467089,296.091887057151,94.0510886753701,170.750436254761,11.1463888137652,2129.37720942063,133288535356.232,-79.7260300571506,22.0672877652615,10591.4522434778,3.02264997216375,-145.590057785551,4.53143020749231,-18.3835183270249,37827.8954471338,4887879.35536976,3709.64009285259,40759.0387897789,9903.95380162378,19993.5060523765
9361,5.30501915509259,18,27.71,2,7196892.57920439,0.00139543226932458,98.7672446614986,0,127.927927927928,273.159315931593,7187729.3741517,0.00118756022546778,99.2022420378756,164.435316846741,322.272798118186,176.579791393273,4.85762715957952,3736.83926601078,390123607673.679,40.50605744009,68.8133291745894,24612.0461217223,19.4312112592534,110.946304597302,-0.246924044917219,56.2186851631752,18371.0530444174,522015188.333856,667458.76020921,-410782.479516572,54057.9782890132,645858.335094883
5185,6.64397086805556,20,0.8,3.7,6961652.440533,0.00701532083164963,97.5829427857655,0,171.531531531532,43.2043204320432,6919302.51584553,0.000972055359754293,97.9639871014092,169.278375545536,133.706419154342,191.521634139081,0.23877937342344,82.3908368691568,407970613.597174,-34.3891632982546,19.79721,1564614,18.2437,4371.159,-5.547361,94.82523,1846.671,206833900,83.2243800000001,-608379.3,115.0872,-36266.55
537,6.71438809027778,15,5.1,2,7086158.25157481,0.00039902119661653,92.077806953154,0,73.1531531531532,35.3195319531953,7083224.03077088,0.000639113781309813,74.0241205822378,127.905339388106,342.434149329761,97.927998154324,17.3471675840227,1735.42358229915,2141391113.9918,71.4148788961579,30.97319,12518.27,5.591482,-68.6646,-8.164999,-13.20357,290.7803,88612940,31.76204,-133061.9,-28.9959,2935.916
5773,0.189824409722222,18,27.71,2,7186682.73925416,0.000266322653660651,98.6848541398414,0,163.963963963964,283.276327632763,7176687.8894061,0.00436151836426654,98.7586257501156,1.62866852380278,339.095777123912,108.38285163884,2.54138188506918,1102.76720118074,3770225552.66154,80.8904306181644,6.03151863992624,42.5214716193711,1.94447163528626,0.790047428424678,0.717351879990772,0.457048004715939,13256.5507025029,285678.066247133,4591.62422537161,-15832.8510176768,-4121.8965062654,15932.428492561
10360,4.38890390046296,3,4.12,2,7174369.16378211,0.00202872798668055,98.533237980618,0,116.396396396396,187.074707470747,7305312.12199622,0.0267930663691415,99.2713063737488,206.436632038155,291.43919526002,305.265205040277,6.05535379614208,325.66367620599,238530339.675841,-55.5813786844292,24.4822983316597,9764.92820091009,22.051930836107,-5.01175315443606,0.711002085241825,-43.3077382738838,2781.43945517097,3761335.56536278,103.090437908585,-84766.5087475505,-32.966912048973,-1338.3509056284
9361,5.9816859837963,18,27.71,2,7196893.27659297,0.00139566193459822,98.7672727410222,0,127.927927927928,273.159315931593,7187726.90408014,0.0011877848823897,99.2019532394304,164.435015907875,322.340690231846,176.511953030287,4.90763690491501,3788.08753462747,392382077617.181,40.5060537406925,106.773289002688,38044.3272363591,28.6152918058966,241.718214056231,6.09657798860162,107.867349903949,18371.8092737367,522205384.124399,667467.426274684,-411006.451946107,54063.8918829128,645820.743473213
9361,5.67344512731482,18,27.71,2,7196893.10226258,0.00139492836390457,98.7672811820093,0,128.288288288288,272.907290729073,7187715.8988143,0.0011951705987411,99.1733634909885,164.401770399762,322.186967562485,176.561138571989,4.8952748037958,3776.99376885904,388237609227.698,40.6121851389501,109.835079697002,33931.0536587817,30.2802935732186,-232.598695243396,8.43658347730876,50.9623819617098,18372.3288567246,522694526.387991,667465.617317328,-411577.329835548,54063.0354245938,645598.584814075
10378,5.28540203703704,7,9.1,11.79,6868753.54102821,0.000487373459726903,87.6597529617165,0,312.072072072072,147.434743474347,6870030.19538737,0.000228200830858093,98.5329630553249,226.673446638915,272.82212278834,172.359255773769,4.78051262067995,530.560090847399,7183941.13292178,80.2119491493091,45.92319,22397.12,4.328568,-8.509988,-9.380314,-9.171737,224.4761,147449.1,31.20652,606.2732,40.1436,211.7391
2511,6.87240030092593,18,27.71,2,7186892.52776221,0.00256559418611149,98.6163985460952,0,90.8108108108108,184.914491449145,7176463.08144991,0.00405092379482574,98.9703325952844,296.082956979934,94.3325435297302,170.516217431011,5.75928100825762,2067.15207713414,292055226012.553,-79.6668607200177,44.119782544935,41042.1675124069,3.96067596556879,-237.558534046783,8.12699563161072,-13.7633230586502,37833.5412774378,10624250.4233914,3709.5515597081,34063.1367179984,9903.39451166973,20306.7017862933
